from	to	direction	method	weight
Variant surface antigen E	No_Description	0	M0039	0.0993943490365836
Variant surface antigen E	Probable palmitoyltransferase ZDHHC12	0	M0039	0.119085134952662
Variant surface antigen E	Centromere protein I	0	M0039	0.100874485180859
Variant surface antigen E	WD repeat-containing protein 34	0	M0039	0.0899216673608864
Variant surface antigen E	Dihydropteridine reductase	0	M0039	0.104878944344328
Variant surface antigen E	uncharacterized protein LOC106159339 isoform X1 {ECO:0000313|RefSeq:XP_013391056.1}	0	M0039	0.0468202036377126
Variant surface antigen E	Uncharacterized protein C7orf31	0	M0039	0.101884933657295
Variant surface antigen E	"Beta-1,3-galactosyltransferase 6"	0	M0039	0.122687830932124
Variant surface antigen E	No_Description	0	M0039	0.0971852213654611
Variant surface antigen E	Odorant/gustatory chemosensory receptor-like 122 {ECO:0000313|EMBL:ALR88638.1}	0	M0039	0.116692859987788
Variant surface antigen E	No_Description	0	M0039	0.0955262571852495
Variant surface antigen E	Uncharacterized protein {ECO:0000313|EMBL:EQK97469.1}	0	M0039	0.0633033755143151
Variant surface antigen E	Dynein regulatory complex subunit 3	0	M0039	0.160539051316275
Variant surface antigen E	Ninjurin-2	0	M0039	0.0580133991023246
Variant surface antigen E	Protein CBG01536 {ECO:0000313|EMBL:CAP22721.1}	0	M0039	0.168945687666041
Variant surface antigen E	Uncharacterized protein C17orf98	0	M0039	0.100395706564499
Variant surface antigen E	No_Description	0	M0039	0.0710021816134606
Variant surface antigen E	Cilia- and flagella-associated protein 61 {ECO:0000312|HGNC:HGNC:15872}	0	M0039	0.0596852202691833
Variant surface antigen E	Centrosomal protein of 131 kDa	0	M0039	0.0719684311820773
Variant surface antigen E	uncharacterized protein LOC106171653 {ECO:0000313|RefSeq:XP_013407545.1}	0	M0039	0.0678620754732551
Variant surface antigen E	DNA damage-regulated autophagy modulator protein 2	0	M0039	0.044139749932061
Variant surface antigen E	No_Description	0	M0039	0.0386356840131469
Variant surface antigen E	Guanylate-binding protein 2	0	M0039	0.0994358805452599
Variant surface antigen E	Anaphase-promoting complex subunit 5	0	M0039	0.111812375773526
Variant surface antigen E	Uncharacterized protein KIAA0895-like	0	M0039	0.0727366723827664
Variant surface antigen E	No_Description	0	M0039	0.0865849769734651
Variant surface antigen E	tRNA selenocysteine 1-associated protein 1	0	M0039	0.0693313841594157
Variant surface antigen E	Unconventional myosin-XIX {ECO:0000250|UniProtKB:Q96H55}	0	M0039	0.12743144502306
Variant surface antigen E	Arachidonate 5-lipoxygenase	0	M0039	0.101703769550652
Variant surface antigen E	E3 ubiquitin-protein ligase BRE1A	0	M0039	0.0352432190799752
Variant surface antigen E	Sorting and assembly machinery component 50 homolog	0	M0039	0.145338153286105
Variant surface antigen E	WD repeat-containing protein 49	0	M0039	0.040766195891785
Variant surface antigen E	Neudesin	0	M0039	0.0484739610997182
Variant surface antigen E	Bone morphogenetic protein 1	0	M0039	0.118914135814247
Variant surface antigen E	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	0	M0039	0.0896594739376364
Variant surface antigen E	AP-4 complex subunit beta-1	0	M0039	0.0654131132333883
Variant surface antigen E	Adenylate cyclase CyaB	0	M0039	0.135930949459929
Variant surface antigen E	"Actin, cytoplasmic 1"	0	M0039	0.0785584460951006
Variant surface antigen E	S-antigen protein	0	M0039	0.117170440598603
Variant surface antigen E	Uncharacterized protein {ECO:0000313|EMBL:OAO98017.1}	0	M0039	0.038320335801804
Variant surface antigen E	CGG triplet repeat-binding protein 1	0	M0039	0.0113614427885745
Variant surface antigen E	Fez family zinc finger protein 2	0	M0039	0.0359354144506066
Variant surface antigen E	Zinc finger protein 724 {ECO:0000305}	0	M0039	0.0620367545922966
Variant surface antigen E	"Probable citrate synthase 2, mitochondrial"	0	M0039	0.137182843187368
Variant surface antigen E	Mitogen-activated protein kinase-binding protein 1	0	M0039	0.0764918409092559
Variant surface antigen E	Putative sodium-coupled neutral amino acid transporter 10	0	M0039	0.0225721756367321
Variant surface antigen E	Potassium voltage-gated channel subfamily B member 1 {ECO:0000250|UniProtKB:Q14721}	0	M0039	0.0384169026772887
Variant surface antigen E	Uncharacterized protein C6orf106 homolog	0	M0039	0.0633402883213981
Variant surface antigen E	Serine/threonine/tyrosine-interacting-like protein 1	0	M0039	0.13050877846872
Variant surface antigen E	RNA pseudouridylate synthase domain-containing protein 2	0	M0039	0.113412875723776
Variant surface antigen E	Kinesin-like protein KIF2A	0	M0039	0.104881356765667
Variant surface antigen E	DnaJ homolog subfamily C member 1	0	M0039	0.0320414369145204
Variant surface antigen E	Stress-activated protein kinase JNK	0	M0039	0.063719358815872
Variant surface antigen E	S-phase kinase-associated protein 2	0	M0039	0.0990358131243073
Variant surface antigen E	DDB1- and CUL4-associated factor 1 {ECO:0000250|UniProtKB:Q9Y4B6}	0	M0039	0.0389325945035134
Variant surface antigen E	DnaJ homolog subfamily C member 25	0	M0039	0.0664384187041133
Variant surface antigen E	BTB/POZ domain-containing protein 19	0	M0039	0.124623607078374
Variant surface antigen E	"Adrenodoxin-like protein, mitochondrial"	0	M0039	0.135327224226066
Variant surface antigen E	Adenylate kinase 8	0	M0039	0.0673461245283246
Variant surface antigen E	Protein CASC1	0	M0039	0.0713076516492784
Variant surface antigen E	Antho-RFamide neuropeptides type 1	0	M0039	0.0692945667499954
Variant surface antigen E	La-related protein CG11505	0	M0039	0.0403785001344105
Variant surface antigen E	Cilia- and flagella-associated protein 43 {ECO:0000312|HGNC:HGNC:26684}	0	M0039	0.112261205146585
Matrilin-2	Neuronal acetylcholine receptor subunit alpha-5	0	M0039	0.14317660163093
Matrilin-2	"Testis, prostate and placenta-expressed protein"	0	M0039	0.0862644612617276
Matrilin-2	T-cell immunomodulatory protein	0	M0039	0.155883861213554
Matrilin-2	No_Description	0	M0039	0.0935593952729841
Matrilin-2	Cohesin subunit SA-1	0	M0039	0.232385857665526
Matrilin-2	Octopamine receptor beta-1R	0	M0039	0.0977390663588164
Matrilin-2	Serine/threonine kinase-like domain-containing protein STKLD1	0	M0039	0.126540168278498
Matrilin-2	No_Description	0	M0039	0.16701720182298
Matrilin-2	uncharacterized protein LOC106175327 {ECO:0000313|RefSeq:XP_013412722.1}	0	M0039	0.14263971562654
Matrilin-2	Collagen triple helix repeat-containing protein 1	0	M0039	0.145888253498666
Matrilin-2	Probable helicase senataxin {ECO:0000305}	0	M0039	0.0539473878504599
Matrilin-2	TNF receptor-associated factor 4	0	M0039	0.122368079692751
Matrilin-2	Uncharacterized protein {ECO:0000313|EMBL:ESW24283.1}	0	M0039	0.145632742115909
Matrilin-2	"Acyl-CoA synthetase family member 2, mitochondrial"	0	M0039	0.213360756933153
Matrilin-2	Protein MMS22-like	0	M0039	0.16771954426537
Matrilin-2	Chymotrypsinogen B	0	M0039	0.0787760108417189
Matrilin-2	X-ray repair cross-complementing protein 5	0	M0039	0.113378437109279
Matrilin-2	Proteasome subunit alpha type-1	0	M0039	0.100700399248617
Matrilin-2	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_024592-tr}	0	M0039	0.0859881691657608
Matrilin-2	Putative leucine-rich repeat-containing protein DDB_G0290503	0	M0039	0.137233403333632
Matrilin-2	Protein canopy homolog 4	0	M0039	0.218788076298205
Matrilin-2	GPI transamidase component PIG-T	0	M0039	0.0702944904911113
Matrilin-2	Translin	0	M0039	0.123867738278825
Matrilin-2	Protein CfxQ	0	M0039	0.10981138478513
Matrilin-2	Uncharacterized protein {ECO:0000313|EMBL:EEN51518.1}	0	M0039	0.241408902217026
Matrilin-2	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_016145-tr}	0	M0039	0.0872140860789145
Matrilin-2	Conserved oligomeric Golgi complex subunit 6	0	M0039	0.0946447714742568
Matrilin-2	Tyrocidine synthase 2	0	M0039	0.130793907164902
Matrilin-2	Shematrin-like protein 1	0	M0039	0.0879057693394667
Matrilin-2	No_Description	0	M0039	0.103697803151731
Matrilin-2	Putative IQ motif and ankyrin repeat domain-containing protein LOC642574	0	M0039	0.100480416506259
Matrilin-2	Small subunit processome component 20 homolog	0	M0039	0.115944783745482
Matrilin-2	Coiled-coil domain-containing protein 171	0	M0039	0.128880601765361
Matrilin-2	Polyamine oxidase	0	M0039	0.12462835608003
Matrilin-2	Cilia- and flagella-associated protein 46 {ECO:0000305}	0	M0039	0.105735459139
Matrilin-2	Katanin p60 ATPase-containing subunit A-like 1 {ECO:0000255|HAMAP-Rule:MF_03024}	0	M0039	0.11933045209166
Matrilin-2	"Arginine--tRNA ligase, cytoplasmic"	0	M0039	0.173459120743526
Matrilin-2	Tektin-1	0	M0039	0.116051139373757
Matrilin-2	Gamma-glutamyl hydrolase A	0	M0039	0.125833342345171
Matrilin-2	No_Description	0	M0039	0.166369254083171
Matrilin-2	Uncharacterized protein {ECO:0000313|EMBL:KRG68574.1}	0	M0039	0.130071096836216
Matrilin-2	Fatty acyl-CoA reductase 1 {ECO:0000250|UniProtKB:Q8WVX9}	0	M0039	0.139633705733201
Matrilin-2	Eukaryotic translation initiation factor 3 subunit D {ECO:0000255|HAMAP-Rule:MF_03003}	0	M0039	0.212085782286008
Matrilin-2	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	0	M0039	0.144344343333949
Matrilin-2	No_Description	0	M0039	0.123344223478842
Matrilin-2	Diphthine--ammonia ligase	0	M0039	0.192536561773775
Matrilin-2	No_Description	0	M0039	0.0477528991606762
Matrilin-2	Proteasome subunit alpha type-6	0	M0039	0.140428516321148
Matrilin-2	Phosphoribosyl pyrophosphate synthase-associated protein 2	0	M0039	0.116411212120154
Matrilin-2	Urocanate hydratase	0	M0039	0.0898664310871538
Matrilin-2	Pre-mRNA-splicing regulator WTAP	0	M0039	0.212584468495817
Matrilin-2	Calmodulin	0	M0039	0.207858379996289
Matrilin-2	No_Description	0	M0039	0.139587549600738
Matrilin-2	Unhealthy ribosome biogenesis protein 2 homolog	0	M0039	0.0950730857057756
Matrilin-2	Leucine-rich repeat-containing protein 74A {ECO:0000312|HGNC:HGNC:23346}	0	M0039	0.0727880645203176
Matrilin-2	Coiled-coil domain-containing protein 87	0	M0039	0.0828232949236725
Matrilin-2	Chondroitin sulfate synthase 1	0	M0039	0.121629686605786
Matrilin-2	Coiled-coil domain-containing protein 60	0	M0039	0.106120560207825
Matrilin-2	Tetratricopeptide repeat protein 41 {ECO:0000250|UniProtKB:Q692V3}	0	M0039	0.0831264881525094
Matrilin-2	No_Description	0	M0039	0.153788780112858
Matrilin-2	No_Description	0	M0039	0.150889213093577
Matrilin-2	Probable palmitoyltransferase ZDHHC12	0	M0039	0.112056062993174
Matrilin-2	Centromere protein I	0	M0039	0.1554904751866
Matrilin-2	WD repeat-containing protein 34	0	M0039	0.151460014738951
Matrilin-2	Dihydropteridine reductase	0	M0039	0.186954340112838
Matrilin-2	uncharacterized protein LOC106159339 isoform X1 {ECO:0000313|RefSeq:XP_013391056.1}	0	M0039	0.0569040826568478
Matrilin-2	Uncharacterized protein C7orf31	0	M0039	0.09353536325501
Matrilin-2	"Beta-1,3-galactosyltransferase 6"	0	M0039	0.134049768632715
Matrilin-2	No_Description	0	M0039	0.117837279934222
Matrilin-2	Odorant/gustatory chemosensory receptor-like 122 {ECO:0000313|EMBL:ALR88638.1}	0	M0039	0.221681392786726
Matrilin-2	No_Description	0	M0039	0.0551900355777118
Matrilin-2	Uncharacterized protein {ECO:0000313|EMBL:EQK97469.1}	0	M0039	0.130587748982
Matrilin-2	Dynein regulatory complex subunit 3	0	M0039	0.1646215381054
Matrilin-2	Ninjurin-2	0	M0039	0.0750327940323729
Matrilin-2	Protein CBG01536 {ECO:0000313|EMBL:CAP22721.1}	0	M0039	0.259879148157999
Matrilin-2	Uncharacterized protein C17orf98	0	M0039	0.0965377200336927
Matrilin-2	No_Description	0	M0039	0.181800078047182
Matrilin-2	Cilia- and flagella-associated protein 61 {ECO:0000312|HGNC:HGNC:15872}	0	M0039	0.0959697291720427
Matrilin-2	Centrosomal protein of 131 kDa	0	M0039	0.140369720460641
Matrilin-2	uncharacterized protein LOC106171653 {ECO:0000313|RefSeq:XP_013407545.1}	0	M0039	0.147237249834861
Matrilin-2	DNA damage-regulated autophagy modulator protein 2	0	M0039	0.139431386848527
Matrilin-2	No_Description	0	M0039	0.112591259294192
Matrilin-2	Guanylate-binding protein 2	0	M0039	0.0715834914866075
Matrilin-2	Anaphase-promoting complex subunit 5	0	M0039	0.270569775713305
Matrilin-2	Uncharacterized protein KIAA0895-like	0	M0039	0.116114073521882
Matrilin-2	No_Description	0	M0039	0.10639734135732
Matrilin-2	tRNA selenocysteine 1-associated protein 1	0	M0039	0.141479477725434
Matrilin-2	Unconventional myosin-XIX {ECO:0000250|UniProtKB:Q96H55}	0	M0039	0.185099089102273
Matrilin-2	Arachidonate 5-lipoxygenase	0	M0039	0.147657252706562
Matrilin-2	E3 ubiquitin-protein ligase BRE1A	0	M0039	0.0817399328924781
Matrilin-2	Sorting and assembly machinery component 50 homolog	0	M0039	0.12295851461822
Matrilin-2	WD repeat-containing protein 49	0	M0039	0.124566658987794
Matrilin-2	Neudesin	0	M0039	0.0783615898763555
Matrilin-2	Bone morphogenetic protein 1	0	M0039	0.185321164743461
Matrilin-2	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	0	M0039	0.122854947399629
Matrilin-2	AP-4 complex subunit beta-1	0	M0039	0.103272613453599
Matrilin-2	Adenylate cyclase CyaB	0	M0039	0.125937047334068
Matrilin-2	"Actin, cytoplasmic 1"	0	M0039	0.184724459094181
Matrilin-2	S-antigen protein	0	M0039	0.097030854076521
Matrilin-2	Uncharacterized protein {ECO:0000313|EMBL:OAO98017.1}	0	M0039	0.101227449575859
Matrilin-2	CGG triplet repeat-binding protein 1	0	M0039	0.0843639065242905
Matrilin-2	Fez family zinc finger protein 2	0	M0039	0.133473567118187
Matrilin-2	Zinc finger protein 724 {ECO:0000305}	0	M0039	0.110517734730639
Matrilin-2	"Probable citrate synthase 2, mitochondrial"	0	M0039	0.145298835991469
Matrilin-2	Mitogen-activated protein kinase-binding protein 1	0	M0039	0.149463862921292
Matrilin-2	Putative sodium-coupled neutral amino acid transporter 10	0	M0039	0.0794453538706053
Matrilin-2	Potassium voltage-gated channel subfamily B member 1 {ECO:0000250|UniProtKB:Q14721}	0	M0039	0.145227438944124
Matrilin-2	Uncharacterized protein C6orf106 homolog	0	M0039	0.109308712570308
Matrilin-2	Serine/threonine/tyrosine-interacting-like protein 1	0	M0039	0.154500834151105
Matrilin-2	RNA pseudouridylate synthase domain-containing protein 2	0	M0039	0.194724120027324
Matrilin-2	Kinesin-like protein KIF2A	0	M0039	0.129780309280364
Matrilin-2	DnaJ homolog subfamily C member 1	0	M0039	0.116487074214935
Matrilin-2	Stress-activated protein kinase JNK	0	M0039	0.145743413302653
Matrilin-2	S-phase kinase-associated protein 2	0	M0039	0.158517527626652
Matrilin-2	DDB1- and CUL4-associated factor 1 {ECO:0000250|UniProtKB:Q9Y4B6}	0	M0039	0.116482788023509
Matrilin-2	DnaJ homolog subfamily C member 25	0	M0039	0.123395096830173
Matrilin-2	BTB/POZ domain-containing protein 19	0	M0039	0.126993204038358
Matrilin-2	"Adrenodoxin-like protein, mitochondrial"	0	M0039	0.13212172622747
Matrilin-2	Adenylate kinase 8	0	M0039	0.0492375505107946
Matrilin-2	Protein CASC1	0	M0039	0.110392227479759
Matrilin-2	Antho-RFamide neuropeptides type 1	0	M0039	0.113014820724658
Matrilin-2	La-related protein CG11505	0	M0039	0.111266089496167
Matrilin-2	Cilia- and flagella-associated protein 43 {ECO:0000312|HGNC:HGNC:26684}	0	M0039	0.122382515203592
Neuronal acetylcholine receptor subunit alpha-5	"Testis, prostate and placenta-expressed protein"	0	M0039	0.182250035428949
Neuronal acetylcholine receptor subunit alpha-5	T-cell immunomodulatory protein	0	M0039	0.152391285067511
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.139935751603563
Neuronal acetylcholine receptor subunit alpha-5	Cohesin subunit SA-1	0	M0039	0.229037241510643
Neuronal acetylcholine receptor subunit alpha-5	Octopamine receptor beta-1R	0	M0039	0.107155270468112
Neuronal acetylcholine receptor subunit alpha-5	Serine/threonine kinase-like domain-containing protein STKLD1	0	M0039	0.157218012383333
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.17962666951285
Neuronal acetylcholine receptor subunit alpha-5	uncharacterized protein LOC106175327 {ECO:0000313|RefSeq:XP_013412722.1}	0	M0039	0.164223449949533
Neuronal acetylcholine receptor subunit alpha-5	Collagen triple helix repeat-containing protein 1	0	M0039	0.0892786307218999
Neuronal acetylcholine receptor subunit alpha-5	Probable helicase senataxin {ECO:0000305}	0	M0039	0.0834279630057222
Neuronal acetylcholine receptor subunit alpha-5	TNF receptor-associated factor 4	0	M0039	0.132576698932416
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein {ECO:0000313|EMBL:ESW24283.1}	0	M0039	0.132069978056928
Neuronal acetylcholine receptor subunit alpha-5	"Acyl-CoA synthetase family member 2, mitochondrial"	0	M0039	0.165281914984605
Neuronal acetylcholine receptor subunit alpha-5	Protein MMS22-like	0	M0039	0.168146824468987
Neuronal acetylcholine receptor subunit alpha-5	Chymotrypsinogen B	0	M0039	0.0915503463895932
Neuronal acetylcholine receptor subunit alpha-5	X-ray repair cross-complementing protein 5	0	M0039	0.139206176181324
Neuronal acetylcholine receptor subunit alpha-5	Proteasome subunit alpha type-1	0	M0039	0.0901482762104993
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_024592-tr}	0	M0039	0.0519306894547255
Neuronal acetylcholine receptor subunit alpha-5	Putative leucine-rich repeat-containing protein DDB_G0290503	0	M0039	0.172013399125591
Neuronal acetylcholine receptor subunit alpha-5	Protein canopy homolog 4	0	M0039	0.224454945993196
Neuronal acetylcholine receptor subunit alpha-5	GPI transamidase component PIG-T	0	M0039	0.149551134604264
Neuronal acetylcholine receptor subunit alpha-5	Translin	0	M0039	0.120332482998993
Neuronal acetylcholine receptor subunit alpha-5	Protein CfxQ	0	M0039	0.0981533241381178
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein {ECO:0000313|EMBL:EEN51518.1}	0	M0039	0.197599004261346
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_016145-tr}	0	M0039	0.120416280679978
Neuronal acetylcholine receptor subunit alpha-5	Conserved oligomeric Golgi complex subunit 6	0	M0039	0.116944225641806
Neuronal acetylcholine receptor subunit alpha-5	Tyrocidine synthase 2	0	M0039	0.120162973282543
Neuronal acetylcholine receptor subunit alpha-5	Shematrin-like protein 1	0	M0039	0.0672194927962024
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.108540926607842
Neuronal acetylcholine receptor subunit alpha-5	Putative IQ motif and ankyrin repeat domain-containing protein LOC642574	0	M0039	0.158134952616444
Neuronal acetylcholine receptor subunit alpha-5	Small subunit processome component 20 homolog	0	M0039	0.106426005005731
Neuronal acetylcholine receptor subunit alpha-5	Coiled-coil domain-containing protein 171	0	M0039	0.145405752967588
Neuronal acetylcholine receptor subunit alpha-5	Polyamine oxidase	0	M0039	0.144337669339988
Neuronal acetylcholine receptor subunit alpha-5	Cilia- and flagella-associated protein 46 {ECO:0000305}	0	M0039	0.154677263504898
Neuronal acetylcholine receptor subunit alpha-5	Katanin p60 ATPase-containing subunit A-like 1 {ECO:0000255|HAMAP-Rule:MF_03024}	0	M0039	0.171873025253885
Neuronal acetylcholine receptor subunit alpha-5	"Arginine--tRNA ligase, cytoplasmic"	0	M0039	0.16958742956623
Neuronal acetylcholine receptor subunit alpha-5	Tektin-1	0	M0039	0.182782144495625
Neuronal acetylcholine receptor subunit alpha-5	Gamma-glutamyl hydrolase A	0	M0039	0.118921425183765
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.164638532372065
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein {ECO:0000313|EMBL:KRG68574.1}	0	M0039	0.134567634803629
Neuronal acetylcholine receptor subunit alpha-5	Fatty acyl-CoA reductase 1 {ECO:0000250|UniProtKB:Q8WVX9}	0	M0039	0.128477632113676
Neuronal acetylcholine receptor subunit alpha-5	Eukaryotic translation initiation factor 3 subunit D {ECO:0000255|HAMAP-Rule:MF_03003}	0	M0039	0.185647217687172
Neuronal acetylcholine receptor subunit alpha-5	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	0	M0039	0.106014098799142
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.136406779865713
Neuronal acetylcholine receptor subunit alpha-5	Diphthine--ammonia ligase	0	M0039	0.192044881841962
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.154950824906024
Neuronal acetylcholine receptor subunit alpha-5	Proteasome subunit alpha type-6	0	M0039	0.139848703629204
Neuronal acetylcholine receptor subunit alpha-5	Phosphoribosyl pyrophosphate synthase-associated protein 2	0	M0039	0.0904802048428877
Neuronal acetylcholine receptor subunit alpha-5	Urocanate hydratase	0	M0039	0.175009645967565
Neuronal acetylcholine receptor subunit alpha-5	Pre-mRNA-splicing regulator WTAP	0	M0039	0.17662633829483
Neuronal acetylcholine receptor subunit alpha-5	Calmodulin	0	M0039	0.207444515096502
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.134235717138622
Neuronal acetylcholine receptor subunit alpha-5	Unhealthy ribosome biogenesis protein 2 homolog	0	M0039	0.123850018333116
Neuronal acetylcholine receptor subunit alpha-5	Leucine-rich repeat-containing protein 74A {ECO:0000312|HGNC:HGNC:23346}	0	M0039	0.136982320500086
Neuronal acetylcholine receptor subunit alpha-5	Coiled-coil domain-containing protein 87	0	M0039	0.187620317999555
Neuronal acetylcholine receptor subunit alpha-5	Chondroitin sulfate synthase 1	0	M0039	0.153071379514849
Neuronal acetylcholine receptor subunit alpha-5	Coiled-coil domain-containing protein 60	0	M0039	0.165459741367496
Neuronal acetylcholine receptor subunit alpha-5	Tetratricopeptide repeat protein 41 {ECO:0000250|UniProtKB:Q692V3}	0	M0039	0.15134873970668
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.151805910179669
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.169348766466449
Neuronal acetylcholine receptor subunit alpha-5	Probable palmitoyltransferase ZDHHC12	0	M0039	0.174525961508401
Neuronal acetylcholine receptor subunit alpha-5	Centromere protein I	0	M0039	0.18283723909691
Neuronal acetylcholine receptor subunit alpha-5	WD repeat-containing protein 34	0	M0039	0.163980677509069
Neuronal acetylcholine receptor subunit alpha-5	Dihydropteridine reductase	0	M0039	0.159229134507244
Neuronal acetylcholine receptor subunit alpha-5	uncharacterized protein LOC106159339 isoform X1 {ECO:0000313|RefSeq:XP_013391056.1}	0	M0039	0.113389763132243
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein C7orf31	0	M0039	0.185965501216827
Neuronal acetylcholine receptor subunit alpha-5	"Beta-1,3-galactosyltransferase 6"	0	M0039	0.13425978405835
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.154033899672581
Neuronal acetylcholine receptor subunit alpha-5	Odorant/gustatory chemosensory receptor-like 122 {ECO:0000313|EMBL:ALR88638.1}	0	M0039	0.167058280585637
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.151999541009829
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein {ECO:0000313|EMBL:EQK97469.1}	0	M0039	0.162134872942387
Neuronal acetylcholine receptor subunit alpha-5	Dynein regulatory complex subunit 3	0	M0039	0.158318207884194
Neuronal acetylcholine receptor subunit alpha-5	Ninjurin-2	0	M0039	0.164788983356418
Neuronal acetylcholine receptor subunit alpha-5	Protein CBG01536 {ECO:0000313|EMBL:CAP22721.1}	0	M0039	0.217164999906366
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein C17orf98	0	M0039	0.160520760339441
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.10798311614191
Neuronal acetylcholine receptor subunit alpha-5	Cilia- and flagella-associated protein 61 {ECO:0000312|HGNC:HGNC:15872}	0	M0039	0.178837681849258
Neuronal acetylcholine receptor subunit alpha-5	Centrosomal protein of 131 kDa	0	M0039	0.167651892119343
Neuronal acetylcholine receptor subunit alpha-5	uncharacterized protein LOC106171653 {ECO:0000313|RefSeq:XP_013407545.1}	0	M0039	0.202611970921398
Neuronal acetylcholine receptor subunit alpha-5	DNA damage-regulated autophagy modulator protein 2	0	M0039	0.10064139250682
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.113754297836879
Neuronal acetylcholine receptor subunit alpha-5	Guanylate-binding protein 2	0	M0039	0.140669220141993
Neuronal acetylcholine receptor subunit alpha-5	Anaphase-promoting complex subunit 5	0	M0039	0.24998286107378
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein KIAA0895-like	0	M0039	0.149643248241902
Neuronal acetylcholine receptor subunit alpha-5	No_Description	0	M0039	0.121434625343966
Neuronal acetylcholine receptor subunit alpha-5	tRNA selenocysteine 1-associated protein 1	0	M0039	0.162987463959351
Neuronal acetylcholine receptor subunit alpha-5	Unconventional myosin-XIX {ECO:0000250|UniProtKB:Q96H55}	0	M0039	0.231657292645703
Neuronal acetylcholine receptor subunit alpha-5	Arachidonate 5-lipoxygenase	0	M0039	0.118328187854791
Neuronal acetylcholine receptor subunit alpha-5	E3 ubiquitin-protein ligase BRE1A	0	M0039	0.116347704111873
Neuronal acetylcholine receptor subunit alpha-5	Sorting and assembly machinery component 50 homolog	0	M0039	0.145941649660846
Neuronal acetylcholine receptor subunit alpha-5	WD repeat-containing protein 49	0	M0039	0.159785454492152
Neuronal acetylcholine receptor subunit alpha-5	Neudesin	0	M0039	0.103122893200457
Neuronal acetylcholine receptor subunit alpha-5	Bone morphogenetic protein 1	0	M0039	0.238510210452241
Neuronal acetylcholine receptor subunit alpha-5	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	0	M0039	0.17262342011617
Neuronal acetylcholine receptor subunit alpha-5	AP-4 complex subunit beta-1	0	M0039	0.113205463127636
Neuronal acetylcholine receptor subunit alpha-5	Adenylate cyclase CyaB	0	M0039	0.103764852124422
Neuronal acetylcholine receptor subunit alpha-5	"Actin, cytoplasmic 1"	0	M0039	0.13268391397865
Neuronal acetylcholine receptor subunit alpha-5	S-antigen protein	0	M0039	0.190900718165171
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein {ECO:0000313|EMBL:OAO98017.1}	0	M0039	0.150216457311412
Neuronal acetylcholine receptor subunit alpha-5	CGG triplet repeat-binding protein 1	0	M0039	0.0654233893469279
Neuronal acetylcholine receptor subunit alpha-5	Fez family zinc finger protein 2	0	M0039	0.11149727913991
Neuronal acetylcholine receptor subunit alpha-5	Zinc finger protein 724 {ECO:0000305}	0	M0039	0.150104502292958
Neuronal acetylcholine receptor subunit alpha-5	"Probable citrate synthase 2, mitochondrial"	0	M0039	0.153532464294124
Neuronal acetylcholine receptor subunit alpha-5	Mitogen-activated protein kinase-binding protein 1	0	M0039	0.189101271009945
Neuronal acetylcholine receptor subunit alpha-5	Putative sodium-coupled neutral amino acid transporter 10	0	M0039	0.109989539256007
Neuronal acetylcholine receptor subunit alpha-5	Potassium voltage-gated channel subfamily B member 1 {ECO:0000250|UniProtKB:Q14721}	0	M0039	0.0886643351091068
Neuronal acetylcholine receptor subunit alpha-5	Uncharacterized protein C6orf106 homolog	0	M0039	0.0826181031014532
