ContigName	Description
jgi|Nemve1|237392|estExt_fgenesh1_kg.C_2170002	Universal stress protein MJ0531
jgi|Nemve1|237400|estExt_fgenesh1_kg.C_2210001	Uncharacterized protein C20orf85
jgi|Nemve1|237402|estExt_fgenesh1_kg.C_2220002	Diamine acetyltransferase 2
jgi|Nemve1|237405|estExt_fgenesh1_kg.C_2230002	Translocon-associated protein subunit delta
jgi|Nemve1|237410|estExt_fgenesh1_kg.C_2270003	Universal stress protein MJ0531
jgi|Nemve1|237413|estExt_fgenesh1_kg.C_2290002	Fas apoptotic inhibitory molecule 1
jgi|Nemve1|237414|estExt_fgenesh1_kg.C_2290003	Cancer-related nucleoside-triphosphatase homolog
jgi|Nemve1|237418|estExt_fgenesh1_kg.C_2300003	Tetraspanin-3
jgi|Nemve1|237425|estExt_fgenesh1_kg.C_2340001	60S acidic ribosomal protein P0
jgi|Nemve1|237429|estExt_fgenesh1_kg.C_2360001	Nuclear pore complex protein Nup50
jgi|Nemve1|237431|estExt_fgenesh1_kg.C_2390001	Uncharacterized protein C11orf70 homolog
jgi|Nemve1|237443|estExt_fgenesh1_kg.C_2470001	Uncharacterized protein C1orf108 homolog B
jgi|Nemve1|237453|estExt_fgenesh1_kg.C_2570002	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
jgi|Nemve1|23745|gw.156.61.1	Peroxisomal leader peptide-processing protease
jgi|Nemve1|237468|estExt_fgenesh1_kg.C_2660001	40S ribosomal protein S9
jgi|Nemve1|237474|estExt_fgenesh1_kg.C_2700001	"Tricarboxylate transport protein, mitochondrial"
jgi|Nemve1|237480|estExt_fgenesh1_kg.C_2730002	Protein will die slowly
jgi|Nemve1|237481|estExt_fgenesh1_kg.C_2730003	Negative elongation factor E
jgi|Nemve1|237483|estExt_fgenesh1_kg.C_2750001	Regulator of chromosome condensation
jgi|Nemve1|237501|estExt_fgenesh1_kg.C_2880001	TP53-regulating kinase
jgi|Nemve1|237514|estExt_fgenesh1_kg.C_2970001	Peroxisomal acyl-coenzyme A oxidase 3
jgi|Nemve1|237519|estExt_fgenesh1_kg.C_3030001	60S ribosomal protein L3
jgi|Nemve1|237532|estExt_fgenesh1_kg.C_3130003	Guanine nucleotide-binding protein G(o) subunit alpha
jgi|Nemve1|237537|estExt_fgenesh1_kg.C_3170002	uncharacterized protein LOC106173936 isoform X1 {ECO:0000313|RefSeq:XP_013410733.1}
jgi|Nemve1|237539|estExt_fgenesh1_kg.C_3170004	Core-binding factor subunit beta
jgi|Nemve1|237545|estExt_fgenesh1_kg.C_3230001	Pleckstrin-2
jgi|Nemve1|237547|estExt_fgenesh1_kg.C_3270001	Sodium/potassium-transporting ATPase subunit beta-1
jgi|Nemve1|237552|estExt_fgenesh1_kg.C_3320005	Soma ferritin
jgi|Nemve1|23755|gw.43.38.1	UDP-galactose translocator
jgi|Nemve1|237567|estExt_fgenesh1_kg.C_3530002	Golgi SNAP receptor complex member 1
jgi|Nemve1|237573|estExt_fgenesh1_kg.C_3600002	Mitochondrial substrate carrier family protein S
jgi|Nemve1|237574|estExt_fgenesh1_kg.C_3640002	Uncharacterized protein {ECO:0000313|EMBL:EEN45775.1}
jgi|Nemve1|237576|estExt_fgenesh1_kg.C_3700001	Phenylalanine-4-hydroxylase
jgi|Nemve1|237586|estExt_fgenesh1_kg.C_3850001	Peptidyl-prolyl cis-trans isomerase
jgi|Nemve1|237587|estExt_fgenesh1_kg.C_3900001	Coiled-coil domain-containing protein 74B
jgi|Nemve1|237597|estExt_fgenesh1_kg.C_4190001	"Probable fumarate hydratase, mitochondrial"
jgi|Nemve1|237598|estExt_fgenesh1_kg.C_4190002	4-hydroxybutyrate coenzyme A transferase
jgi|Nemve1|237606|estExt_fgenesh1_kg.C_4280001	Gamma-butyrobetaine dioxygenase
jgi|Nemve1|237610|estExt_fgenesh1_kg.C_4440002	60S ribosomal protein L4-1
jgi|Nemve1|237612|estExt_fgenesh1_kg.C_4530001	Lipid storage droplets surface-binding protein 2
jgi|Nemve1|237629|estExt_fgenesh1_kg.C_5180001	RING finger and CHY zinc finger domain-containing protein 1
jgi|Nemve1|237634|estExt_fgenesh1_kg.C_5270002	Putative amidohydrolase YtcJ
jgi|Nemve1|237640|estExt_fgenesh1_kg.C_5580001	BolA-like protein 2
jgi|Nemve1|237657|estExt_fgenesh1_kg.C_6070001	G1/S-specific cyclin-D2
jgi|Nemve1|237661|estExt_fgenesh1_kg.C_6830002	Cyclin-dependent kinase 10
jgi|Nemve1|237669|estExt_fgenesh1_kg.C_7390001	Glutathione S-transferase theta-1
jgi|Nemve1|237677|estExt_fgenesh1_kg.C_14550001	Lactoylglutathione lyase
jgi|Nemve1|237683|estExt_fgenesh1_kg.C_35160001	Histone H2A
jgi|Nemve1|237689|estExt_fgenesh1_pg.C_10007	No_Description
jgi|Nemve1|237703|estExt_fgenesh1_pg.C_10031	Adhesion G protein-coupled receptor L1 {ECO:0000250|UniProtKB:O94910}
jgi|Nemve1|237704|estExt_fgenesh1_pg.C_10032	No_Description
jgi|Nemve1|237705|estExt_fgenesh1_pg.C_10033	No_Description
jgi|Nemve1|237706|estExt_fgenesh1_pg.C_10034	"39S ribosomal protein L47, mitochondrial"
jgi|Nemve1|237717|estExt_fgenesh1_pg.C_10057	"Uncharacterized protein {ECO:0000313|EMBL:ESO12476.1, ECO:0000313|EnsemblMetazoa:HelroP159014}"
jgi|Nemve1|237718|estExt_fgenesh1_pg.C_10058	Beta-hexosaminidase subunit beta
jgi|Nemve1|237719|estExt_fgenesh1_pg.C_10060	No_Description
jgi|Nemve1|237725|estExt_fgenesh1_pg.C_10073	No_Description
jgi|Nemve1|237728|estExt_fgenesh1_pg.C_10080	Leucine-rich repeat-containing protein 23
jgi|Nemve1|237729|estExt_fgenesh1_pg.C_10082	Pseudopodium-enriched atypical kinase 1
jgi|Nemve1|237730|estExt_fgenesh1_pg.C_10083	Tolloid-like protein 2
jgi|Nemve1|237731|estExt_fgenesh1_pg.C_10086	AP-4 complex subunit epsilon-1
jgi|Nemve1|237734|estExt_fgenesh1_pg.C_10089	Epsilon-sarcoglycan
jgi|Nemve1|237736|estExt_fgenesh1_pg.C_10091	Vezatin
jgi|Nemve1|237737|estExt_fgenesh1_pg.C_10093	Chromatin complexes subunit BAP18
jgi|Nemve1|237738|estExt_fgenesh1_pg.C_10095	"Uncharacterized protein {ECO:0000313|EMBL:ELU01576.1, ECO:0000313|EnsemblMetazoa:CapteP204135}"
jgi|Nemve1|237742|estExt_fgenesh1_pg.C_10099	"Riboflavin-binding protein {ECO:0000303|PubMed:19416692, ECO:0000312|EMBL:BAH22358.1}"
jgi|Nemve1|237749|estExt_fgenesh1_pg.C_10112	Uncharacterized protein {ECO:0000313|EMBL:CEK50303.1}
jgi|Nemve1|237756|estExt_fgenesh1_pg.C_10125	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_015355-tr}
jgi|Nemve1|237760|estExt_fgenesh1_pg.C_10129	No_Description
jgi|Nemve1|237761|estExt_fgenesh1_pg.C_10130	No_Description
jgi|Nemve1|237765|estExt_fgenesh1_pg.C_10136	Methylthioribose-1-phosphate isomerase {ECO:0000255|HAMAP-Rule:MF_03119}
jgi|Nemve1|237766|estExt_fgenesh1_pg.C_10138	"Cell-surface adhesin, putative {ECO:0000313|EMBL:EAX93691.1}"
jgi|Nemve1|237769|estExt_fgenesh1_pg.C_10155	Cyclic GMP-AMP synthase
jgi|Nemve1|237770|estExt_fgenesh1_pg.C_10157	uncharacterized protein LOC106159397 {ECO:0000313|RefSeq:XP_013391131.1}
jgi|Nemve1|237773|estExt_fgenesh1_pg.C_10166	Uncharacterized protein {ECO:0000313|EMBL:KOF65453.1}
jgi|Nemve1|237776|estExt_fgenesh1_pg.C_10177	Chromosome segregation ATPase-like protein {ECO:0000313|EMBL:ACV28447.1}
jgi|Nemve1|237777|estExt_fgenesh1_pg.C_10178	No_Description
jgi|Nemve1|237779|estExt_fgenesh1_pg.C_10182	No_Description
jgi|Nemve1|237783|estExt_fgenesh1_pg.C_10193	Coiled-coil domain-containing protein 34
jgi|Nemve1|237784|estExt_fgenesh1_pg.C_10200	Aerolysin
jgi|Nemve1|237787|estExt_fgenesh1_pg.C_10208	"DNA-directed RNA polymerase, omega subunit family protein {ECO:0000313|EMBL:EAY03306.1}"
jgi|Nemve1|237796|estExt_fgenesh1_pg.C_10239	Cyclin-dependent kinase inhibitor 1
jgi|Nemve1|237797|estExt_fgenesh1_pg.C_10245	Coiled-coil domain-containing protein 94
jgi|Nemve1|237798|estExt_fgenesh1_pg.C_10246	Docking protein 1
jgi|Nemve1|237801|estExt_fgenesh1_pg.C_10256	HYR domain-containing protein {ECO:0000313|EMBL:AFL80257.1}
jgi|Nemve1|237806|estExt_fgenesh1_pg.C_10266	RNA-binding protein cabeza
jgi|Nemve1|237807|estExt_fgenesh1_pg.C_10267	Armadillo repeat-containing protein 5
jgi|Nemve1|237812|estExt_fgenesh1_pg.C_10273	UDP-glucose 4-epimerase {ECO:0000250|UniProtKB:Q14376}
jgi|Nemve1|237815|estExt_fgenesh1_pg.C_10276	Prolactin regulatory element-binding protein
jgi|Nemve1|237819|estExt_fgenesh1_pg.C_10285	"Uncharacterized protein, isoform A {ECO:0000313|EMBL:EDW09451.1}"
jgi|Nemve1|237822|estExt_fgenesh1_pg.C_10288	No_Description
jgi|Nemve1|237825|estExt_fgenesh1_pg.C_10291	Uncharacterized protein {ECO:0000313|EMBL:KQK78943.1}
jgi|Nemve1|237827|estExt_fgenesh1_pg.C_10294	SH3 and PX domain-containing protein 2A
jgi|Nemve1|237831|estExt_fgenesh1_pg.C_10301	Uncharacterized protein {ECO:0000313|EMBL:EMA30244.1}
jgi|Nemve1|237832|estExt_fgenesh1_pg.C_10304	Rhamnose-binding lectin
jgi|Nemve1|237834|estExt_fgenesh1_pg.C_10307	Uncharacterized protein {ECO:0000313|EMBL:EEN48202.1}
jgi|Nemve1|237840|estExt_fgenesh1_pg.C_20008	Structural maintenance of chromosomes protein 1A
jgi|Nemve1|237843|estExt_fgenesh1_pg.C_20013	Universal stress protein A-like protein
jgi|Nemve1|237852|estExt_fgenesh1_pg.C_20026	No_Description
jgi|Nemve1|237857|estExt_fgenesh1_pg.C_20032	No_Description
jgi|Nemve1|237859|estExt_fgenesh1_pg.C_20037	No_Description
jgi|Nemve1|237860|estExt_fgenesh1_pg.C_20038	Ragulator complex protein LAMTOR1
jgi|Nemve1|237861|estExt_fgenesh1_pg.C_20039	Hook microtubule-tethering protein 3 {ECO:0000313|Ensembl:ENSXETP00000022535}
jgi|Nemve1|237864|estExt_fgenesh1_pg.C_20042	No_Description
jgi|Nemve1|237867|estExt_fgenesh1_pg.C_20048	Kelch-like protein 5
jgi|Nemve1|237874|estExt_fgenesh1_pg.C_20072	Multidrug resistance protein 1
jgi|Nemve1|237876|estExt_fgenesh1_pg.C_20075	No_Description
jgi|Nemve1|237879|estExt_fgenesh1_pg.C_20080	F-box/LRR-repeat protein 20
jgi|Nemve1|237880|estExt_fgenesh1_pg.C_20086	No_Description
jgi|Nemve1|237881|estExt_fgenesh1_pg.C_20088	(S)-coclaurine N-methyltransferase
jgi|Nemve1|237884|estExt_fgenesh1_pg.C_20097	Contactin-associated protein like 5-3
jgi|Nemve1|237900|estExt_fgenesh1_pg.C_20127	Uncharacterized protein {ECO:0000313|EMBL:KZV78725.1}
jgi|Nemve1|237905|estExt_fgenesh1_pg.C_20137	Major facilitator superfamily domain-containing protein 8
jgi|Nemve1|237908|estExt_fgenesh1_pg.C_20140	No_Description
jgi|Nemve1|237913|estExt_fgenesh1_pg.C_20149	No_Description
jgi|Nemve1|237917|estExt_fgenesh1_pg.C_20156	"Apoptosis-inducing factor, mitochondrion-associated 1 {ECO:0000313|Ensembl:ENSGACP00000026857}"
jgi|Nemve1|237922|estExt_fgenesh1_pg.C_20165	Predicted protein {ECO:0000313|EMBL:EDV19691.1}
jgi|Nemve1|237924|estExt_fgenesh1_pg.C_20172	No_Description
jgi|Nemve1|237929|estExt_fgenesh1_pg.C_20177	Mitochondrial ribonuclease P protein 3
jgi|Nemve1|237935|estExt_fgenesh1_pg.C_20192	DnaJ heat shock protein family (Hsp40) member C7 {ECO:0000313|Ensembl:ENSONIP00000020500}
jgi|Nemve1|237937|estExt_fgenesh1_pg.C_20195	Neuropeptide FF receptor 2
jgi|Nemve1|237939|estExt_fgenesh1_pg.C_20197	Beta-galactosidase
jgi|Nemve1|237940|estExt_fgenesh1_pg.C_20198	TELO2-interacting protein 2
jgi|Nemve1|237945|estExt_fgenesh1_pg.C_20205	Gamma-secretase-activating protein
jgi|Nemve1|237949|estExt_fgenesh1_pg.C_20215	Uncharacterized protein {ECO:0000313|WBParaSite:maker-uti_cns_0007255-snap-gene-0.3-mRNA-1}
jgi|Nemve1|237950|estExt_fgenesh1_pg.C_20216	Protein Dok-7
jgi|Nemve1|237953|estExt_fgenesh1_pg.C_20219	No_Description
jgi|Nemve1|237955|estExt_fgenesh1_pg.C_20222	"Acyl-CoA synthetase family member 2, mitochondrial"
jgi|Nemve1|237962|estExt_fgenesh1_pg.C_20233	Steroid receptor RNA activator 1
jgi|Nemve1|237968|estExt_fgenesh1_pg.C_20240	Transcription cofactor vestigial-like protein 4
jgi|Nemve1|237969|estExt_fgenesh1_pg.C_20241	EF-hand calcium-binding domain-containing protein 10
jgi|Nemve1|237970|estExt_fgenesh1_pg.C_20246	Bifunctional epoxide hydrolase 2
jgi|Nemve1|237973|estExt_fgenesh1_pg.C_20250	No_Description
jgi|Nemve1|237974|estExt_fgenesh1_pg.C_20252	No_Description
jgi|Nemve1|237975|estExt_fgenesh1_pg.C_20253	Protein brambleberry
jgi|Nemve1|237976|estExt_fgenesh1_pg.C_20256	Solute carrier family 26 member 6
jgi|Nemve1|237981|estExt_fgenesh1_pg.C_20267	Pleckstrin homology domain-containing family G member 7
jgi|Nemve1|237983|estExt_fgenesh1_pg.C_20269	Putative RNA-binding protein 15
jgi|Nemve1|237989|estExt_fgenesh1_pg.C_20282	Dual serine/threonine and tyrosine protein kinase
jgi|Nemve1|237991|estExt_fgenesh1_pg.C_20285	Protein BTN1
jgi|Nemve1|237994|estExt_fgenesh1_pg.C_20295	uncharacterized protein LOC106158226 {ECO:0000313|RefSeq:XP_013389588.1}
jgi|Nemve1|237996|estExt_fgenesh1_pg.C_30003	Sorting nexin-30
jgi|Nemve1|23799|gw.56.37.1	Uncharacterized protein {ECO:0000313|EMBL:KOF74710.1}
jgi|Nemve1|238000|estExt_fgenesh1_pg.C_30012	No_Description
jgi|Nemve1|238004|estExt_fgenesh1_pg.C_30023	No_Description
jgi|Nemve1|238005|estExt_fgenesh1_pg.C_30024	Conserved uncharacterized protein {ECO:0000313|EMBL:JAC85160.1}
jgi|Nemve1|238008|estExt_fgenesh1_pg.C_30027	BAG family molecular chaperone regulator 4
jgi|Nemve1|238013|estExt_fgenesh1_pg.C_30032	Solute carrier family 12 member 2
jgi|Nemve1|238016|estExt_fgenesh1_pg.C_30035	Sodium-dependent phosphate transport protein 2B
jgi|Nemve1|238019|estExt_fgenesh1_pg.C_30038	2-(hydroxymethyl)glutarate dehydrogenase {ECO:0000303|PubMed:16894175}
jgi|Nemve1|23801|gw.51.69.1	Ubiquitin-like domain-containing CTD phosphatase 1
jgi|Nemve1|238021|estExt_fgenesh1_pg.C_30040	Uncharacterized protein {ECO:0000313|EMBL:OHC68920.1}
jgi|Nemve1|238022|estExt_fgenesh1_pg.C_30041	No_Description
jgi|Nemve1|238029|estExt_fgenesh1_pg.C_30053	Speckle targeted PIP5K1A-regulated poly(A) polymerase
jgi|Nemve1|238030|estExt_fgenesh1_pg.C_30054	Protein lifeguard 2
jgi|Nemve1|238031|estExt_fgenesh1_pg.C_30055	Eukaryotic translation initiation factor 4B
jgi|Nemve1|238038|estExt_fgenesh1_pg.C_30065	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A
jgi|Nemve1|238043|estExt_fgenesh1_pg.C_30071	Diphthine--ammonia ligase
jgi|Nemve1|238046|estExt_fgenesh1_pg.C_30077	Breast cancer type 1 susceptibility protein homolog
jgi|Nemve1|238047|estExt_fgenesh1_pg.C_30078	uncharacterized protein LOC106173937 {ECO:0000313|RefSeq:XP_013410736.1}
jgi|Nemve1|238058|estExt_fgenesh1_pg.C_30098	Ubiquitin carboxyl-terminal hydrolase 37
jgi|Nemve1|238059|estExt_fgenesh1_pg.C_30101	Plexin domain-containing protein 1
jgi|Nemve1|238060|estExt_fgenesh1_pg.C_30102	No_Description
jgi|Nemve1|238062|estExt_fgenesh1_pg.C_30109	Macrophage mannose receptor 1
jgi|Nemve1|238064|estExt_fgenesh1_pg.C_30115	Oncoprotein-induced transcript 3 protein
jgi|Nemve1|238066|estExt_fgenesh1_pg.C_30120	No_Description
jgi|Nemve1|238072|estExt_fgenesh1_pg.C_30131	Coiled-coil domain-containing protein 12
jgi|Nemve1|238075|estExt_fgenesh1_pg.C_30134	WD repeat-containing protein 76
jgi|Nemve1|23808|gw.43.39.1	Ribosome biogenesis protein BRX1 homolog
jgi|Nemve1|238091|estExt_fgenesh1_pg.C_30163	N-alpha-acetyltransferase 20
jgi|Nemve1|238099|estExt_fgenesh1_pg.C_30181	Carbonyl reductase [NADPH] 3
jgi|Nemve1|238101|estExt_fgenesh1_pg.C_30184	Putative rab5 gtpase effector rabaptin-5 {ECO:0000313|EMBL:JAP64501.1}
jgi|Nemve1|238102|estExt_fgenesh1_pg.C_30186	Low density lipoprotein receptor adapter protein 1-A {ECO:0000305}
jgi|Nemve1|238105|estExt_fgenesh1_pg.C_30190	WD repeat-containing protein 43
jgi|Nemve1|238107|estExt_fgenesh1_pg.C_30192	No_Description
jgi|Nemve1|238109|estExt_fgenesh1_pg.C_30197	Transmembrane protein 79
jgi|Nemve1|238113|estExt_fgenesh1_pg.C_30203	Solute carrier family 35 member F5
jgi|Nemve1|238114|estExt_fgenesh1_pg.C_30205	No_Description
jgi|Nemve1|238117|estExt_fgenesh1_pg.C_30209	Protein lin-52 homolog
jgi|Nemve1|238119|estExt_fgenesh1_pg.C_30211	Signal recognition particle 54 kDa protein
jgi|Nemve1|238120|estExt_fgenesh1_pg.C_30212	"Spectrin beta chain, non-erythrocytic 5"
jgi|Nemve1|238121|estExt_fgenesh1_pg.C_30214	"Spectrin beta chain, non-erythrocytic 1"
jgi|Nemve1|238123|estExt_fgenesh1_pg.C_30216	No_Description
jgi|Nemve1|238125|estExt_fgenesh1_pg.C_30218	Dual specificity protein kinase shkA
jgi|Nemve1|238126|estExt_fgenesh1_pg.C_30224	Vacuolar protein sorting-associated protein 13D
jgi|Nemve1|238127|estExt_fgenesh1_pg.C_30225	E3 ubiquitin-protein ligase TRIM71
jgi|Nemve1|238129|estExt_fgenesh1_pg.C_30228	Condensin-2 complex subunit G2
jgi|Nemve1|238136|estExt_fgenesh1_pg.C_40005	AP-5 complex subunit beta-1
jgi|Nemve1|238138|estExt_fgenesh1_pg.C_40009	Putative uncharacterized protein FLJ45035
jgi|Nemve1|238141|estExt_fgenesh1_pg.C_40012	No_Description
jgi|Nemve1|238145|estExt_fgenesh1_pg.C_40017	Probable glycosyltransferase STELLO1 {ECO:0000303|PubMed:27277162}
jgi|Nemve1|238149|estExt_fgenesh1_pg.C_40021	No_Description
jgi|Nemve1|238150|estExt_fgenesh1_pg.C_40024	Huntingtin
jgi|Nemve1|238163|estExt_fgenesh1_pg.C_40048	Cilia- and flagella-associated protein 46 {ECO:0000305}
jgi|Nemve1|238168|estExt_fgenesh1_pg.C_40057	CREB3 regulatory factor
jgi|Nemve1|238169|estExt_fgenesh1_pg.C_40058	Si:ch211-134a4.5 {ECO:0000313|Ensembl:ENSDARP00000141356}
jgi|Nemve1|238170|estExt_fgenesh1_pg.C_40059	Endoplasmic reticulum-Golgi intermediate compartment protein 1
jgi|Nemve1|238178|estExt_fgenesh1_pg.C_40075	No_Description
jgi|Nemve1|238183|estExt_fgenesh1_pg.C_40083	"Splicing factor, arginine/serine-rich 19"
jgi|Nemve1|238189|estExt_fgenesh1_pg.C_40093	Ras guanine nucleotide exchange factor J
jgi|Nemve1|238195|estExt_fgenesh1_pg.C_40101	Metalloproteinase inhibitor 3
jgi|Nemve1|238196|estExt_fgenesh1_pg.C_40102	Exosome complex component CSL4
jgi|Nemve1|238199|estExt_fgenesh1_pg.C_40105	No_Description
jgi|Nemve1|238200|estExt_fgenesh1_pg.C_40109	Nuclear receptor-binding factor 2
jgi|Nemve1|238203|estExt_fgenesh1_pg.C_40115	Kinesin-like protein KIF11-A
jgi|Nemve1|238204|estExt_fgenesh1_pg.C_40117	No_Description
jgi|Nemve1|238212|estExt_fgenesh1_pg.C_40125	No_Description
jgi|Nemve1|238213|estExt_fgenesh1_pg.C_40126	Uncharacterized protein PFB0460c
jgi|Nemve1|238216|estExt_fgenesh1_pg.C_40129	Shootin-1 {ECO:0000312|RGD:1311558}
jgi|Nemve1|238222|estExt_fgenesh1_pg.C_40138	Glutathione peroxidase 1
jgi|Nemve1|238225|estExt_fgenesh1_pg.C_40143	Uncharacterized protein ENSP00000372125 homolog
jgi|Nemve1|238226|estExt_fgenesh1_pg.C_40144	X-ray repair cross-complementing protein 5
jgi|Nemve1|238227|estExt_fgenesh1_pg.C_40145	Uncharacterized protein {ECO:0000313|VectorBase:SCAU000825-PA}
jgi|Nemve1|238228|estExt_fgenesh1_pg.C_40146	General transcription factor IIH subunit 1
jgi|Nemve1|238238|estExt_fgenesh1_pg.C_40162	No_Description
jgi|Nemve1|238240|estExt_fgenesh1_pg.C_40167	Mitoferrin-1
jgi|Nemve1|238243|estExt_fgenesh1_pg.C_40172	No_Description
jgi|Nemve1|238247|estExt_fgenesh1_pg.C_40179	Major vault protein
jgi|Nemve1|238248|estExt_fgenesh1_pg.C_40180	Uncharacterized protein {ECO:0000313|EMBL:EKC34607.1}
jgi|Nemve1|238249|estExt_fgenesh1_pg.C_40181	Fructose-1-phosphate phosphatase YqaB
jgi|Nemve1|238250|estExt_fgenesh1_pg.C_40182	Fructose-1-phosphate phosphatase YqaB
jgi|Nemve1|238260|estExt_fgenesh1_pg.C_40194	No_Description
jgi|Nemve1|238264|estExt_fgenesh1_pg.C_40207	Protein sprouty homolog 3
jgi|Nemve1|238273|estExt_fgenesh1_pg.C_40231	No_Description
jgi|Nemve1|238274|estExt_fgenesh1_pg.C_40232	No_Description
jgi|Nemve1|238275|estExt_fgenesh1_pg.C_40233	No_Description
jgi|Nemve1|238276|estExt_fgenesh1_pg.C_40234	No_Description
jgi|Nemve1|238277|estExt_fgenesh1_pg.C_40235	raftlin-like {ECO:0000313|RefSeq:XP_013403484.1}
jgi|Nemve1|238279|estExt_fgenesh1_pg.C_40238	Polyamine-modulated factor 1-binding protein 1
jgi|Nemve1|238282|estExt_fgenesh1_pg.C_40246	Craniofacial development protein 1
jgi|Nemve1|238285|estExt_fgenesh1_pg.C_40249	No_Description
jgi|Nemve1|238287|estExt_fgenesh1_pg.C_40251	Uncharacterized protein C1orf109 homolog {ECO:0000305}
jgi|Nemve1|238290|estExt_fgenesh1_pg.C_40257	Splicing factor 3B subunit 3
jgi|Nemve1|238305|estExt_fgenesh1_pg.C_50011	Integrin alpha-4
jgi|Nemve1|238307|estExt_fgenesh1_pg.C_50015	Cation-dependent mannose-6-phosphate receptor
jgi|Nemve1|238308|estExt_fgenesh1_pg.C_50016	"Uncharacterized protein {ECO:0000313|EMBL:ELU17267.1, ECO:0000313|EnsemblMetazoa:CapteP192845}"
jgi|Nemve1|238309|estExt_fgenesh1_pg.C_50018	No_Description
jgi|Nemve1|238312|estExt_fgenesh1_pg.C_50024	Immunoglobulin-binding protein 1
jgi|Nemve1|238313|estExt_fgenesh1_pg.C_50025	No_Description
jgi|Nemve1|238314|estExt_fgenesh1_pg.C_50030	"Methylmalonyl-CoA mutase, mitochondrial"
jgi|Nemve1|238315|estExt_fgenesh1_pg.C_50031	No_Description
jgi|Nemve1|238321|estExt_fgenesh1_pg.C_50049	Aspartyl aminopeptidase
jgi|Nemve1|238326|estExt_fgenesh1_pg.C_50054	50S ribosomal protein L32 {ECO:0000255|HAMAP-Rule:MF_00340}
jgi|Nemve1|238327|estExt_fgenesh1_pg.C_50055	Probable iron/ascorbate oxidoreductase DDB_G0283291
jgi|Nemve1|238335|estExt_fgenesh1_pg.C_50067	Decaprenyl-diphosphate synthase subunit 1
jgi|Nemve1|238337|estExt_fgenesh1_pg.C_50069	Spermatogenesis-associated serine-rich protein 2
jgi|Nemve1|238338|estExt_fgenesh1_pg.C_50070	No_Description
jgi|Nemve1|238341|estExt_fgenesh1_pg.C_50075	No_Description
jgi|Nemve1|238343|estExt_fgenesh1_pg.C_50080	No_Description
jgi|Nemve1|238344|estExt_fgenesh1_pg.C_50081	No_Description
jgi|Nemve1|238348|estExt_fgenesh1_pg.C_50087	CAP-Gly domain-containing linker protein 2
jgi|Nemve1|238350|estExt_fgenesh1_pg.C_50091	Protein phosphatase 1 regulatory subunit 27
jgi|Nemve1|238351|estExt_fgenesh1_pg.C_50095	Testican-3
jgi|Nemve1|238352|estExt_fgenesh1_pg.C_50096	Nuclear envelope integral membrane protein 1
jgi|Nemve1|238353|estExt_fgenesh1_pg.C_50097	Minicollagen 4 {ECO:0000313|EMBL:DAA34999.1}
jgi|Nemve1|238356|estExt_fgenesh1_pg.C_50105	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B
jgi|Nemve1|238362|estExt_fgenesh1_pg.C_50115	SAP domain-containing ribonucleoprotein
jgi|Nemve1|238374|estExt_fgenesh1_pg.C_50133	Proton-coupled folate transporter
jgi|Nemve1|238375|estExt_fgenesh1_pg.C_50134	Probable prolyl 4-hydroxylase 9 {ECO:0000305}
jgi|Nemve1|238389|estExt_fgenesh1_pg.C_50158	Thymosin beta {ECO:0000305}
jgi|Nemve1|238391|estExt_fgenesh1_pg.C_50167	No_Description
jgi|Nemve1|238392|estExt_fgenesh1_pg.C_50168	No_Description
jgi|Nemve1|238395|estExt_fgenesh1_pg.C_50175	Rac GTPase-activating protein 1
jgi|Nemve1|238399|estExt_fgenesh1_pg.C_50179	Uncharacterized protein {ECO:0000313|EMBL:EEN49900.1}
jgi|Nemve1|238402|estExt_fgenesh1_pg.C_50182	Uncharacterized protein {ECO:0000313|EMBL:JAR83541.1}
jgi|Nemve1|238404|estExt_fgenesh1_pg.C_50185	Transmembrane protein 106B
jgi|Nemve1|238416|estExt_fgenesh1_pg.C_50207	Enhancer of polycomb homolog 1
jgi|Nemve1|238419|estExt_fgenesh1_pg.C_50217	Major facilitator superfamily domain-containing protein 6
jgi|Nemve1|238420|estExt_fgenesh1_pg.C_50219	Major facilitator superfamily domain-containing protein 6
jgi|Nemve1|238422|estExt_fgenesh1_pg.C_50221	No_Description
jgi|Nemve1|238428|estExt_fgenesh1_pg.C_50227	Sterol regulatory element-binding protein cleavage-activating protein
jgi|Nemve1|238430|estExt_fgenesh1_pg.C_50231	Protein phosphatase 2C-like domain-containing protein 1
jgi|Nemve1|238441|estExt_fgenesh1_pg.C_50251	Bis(5'-adenosyl)-triphosphatase enpp4
jgi|Nemve1|238446|estExt_fgenesh1_pg.C_50260	Protein FAM134C {ECO:0000313|EMBL:JAQ20110.1}
jgi|Nemve1|238448|estExt_fgenesh1_pg.C_50262	Nucleolar protein 58
jgi|Nemve1|238452|estExt_fgenesh1_pg.C_50268	Rap1 GTPase-GDP dissociation stimulator 1
jgi|Nemve1|238466|estExt_fgenesh1_pg.C_50292	N-acetylneuraminate 9-O-acetyltransferase {ECO:0000250|UniProtKB:Q96PB1}
